"title","artist","album","genre","duration","file_size","file_mime","file_path","cover_image","lyrics","lyrics_type","released_date","is_vip","status","listens","mood_tags","activity_tags","topic_tags"
"À lôi","Double2T",,"Rap / Hip-hop","193","3089179","audio/mpeg","songs/custom/101_a_loi.mp3","covers/songs/custom/101_a_loi.jpg","""Tại vì thích em nhiều quá nhưng em lại nói là ""à lôi""

Cũng định solo Hiphop cùng với trai bản nhưng mà thôi

Anh gửi vào trong câu rap cho em dính cả thính, cả mồi

Nhà em có mấy quả đồi, ừ thì anh cũng tính cả rồi

Tại vì thích em nhiều quá nhưng em lại nói là ""à lôi"" (à lôi noọng)

Cũng định solo Hiphop cùng với trai bản nhưng mà thôi

Anh gửi vào trong câu rap cho em dính cả thính cả mồi

Nhà em có tới mấy quả đồi ừ thì anh cũng tính cả rồi (à lôi noọng)

Gặp em ở thung lũng, ném quả còn lên không trung

Anh bận đi tìm cảm hứng trong chuỗi ngày bị mông lun

Anh cầm trên tay cây nỏ, ngắm vào tâm nhưng không trún

Nhưng mà lỡ bị em gây thương nhớ, bắn vào tim mà không súng

Trai bản em chơi đàn tính, còn anh thì gẩy guita

Anh thì không biết múa khèn nhưng mà giỏi quẩy Vina

Yêu em mấy núi cũng trèo mặc dù không giỏi đi xa

Anh lại còn giỏi cả thi ca, biến homestay bản thành villa

Tấm lòng anh không phải thú dữ, không cần mổ bụng thì mới được xem

Mấy anh thanh niên trong bản phải biết uống rượu mới tán được em

Nhà sàn của em sẵn bậc nhưng nàng đồng ý mới có đường lên

Anh thì số vốn đen đủi không biết lần này liệu có được hên

Ừ thì noọng ơi, à lôi

Hai chúng mình thì cùng đẹp nết, đẹp cả đôi

Hội trai bản để anh dẹp hết, chấp cả hội

Trồng cây kín cả quả đồi, xong dắt em đi về nhà thôi

Ơi nọong ơi, ơi nọong ơi

Thương em mấy núi cũng trèo, mấy sông cũng lội, mấy đèo cũng qua

Nhà em ở ngay lưng đồi, nếu như có dịp mời chàng tới chơi

Tại vì thích em nhiều quá nhưng em lại nói là ""à lôi""

Cũng định solo Hiphop cùng với trai bản nhưng mà thôi

Anh gửi vào trong câu rap cho em dính cả thính, cả mồi

Nhà em có mấy quả đồi, ừ thì anh cũng tính cả rồi

Tại vì thích em nhiều quá nhưng em lại nói là ""à lôi"" (à lôi noọng)

Cũng định solo Hiphop cùng với trai bản nhưng mà thôi

Anh gửi vào trong câu rap cho em dính cả thính, cả mồi

Nhà em có tới mấy quả đồi, ừ thì anh cũng tính cả rồi

À lôi

Một, hai, ba, yeah, nơng, thoong, tham

Đây là người miền núi phía Bắc Việt Nam (Việt Nam)

Hiên ngang, không thích luồn cúi (hiên ngang)

Flexing theo kiểu miền núi (flex, flex)

Ta chơi nhạc Trap, Hiphop trên bản làng

Bản này là bản chất, biến từ đất thành bản vàng

Từ những ngày khó khăn, các dân tộc còn tản mạn

Đến ngày chung tay cùng làm kinh tế, tiền chất đống như tải hàng

Và ta đi lên từ bàn tay trắng (từ bàn tay trắng)

Cần cù chịu khó, không nhờ may mắn (không nhờ may mắn)

Trải qua khó khăn một mưa hai nắng (một mưa hai nắng)

Người biết khiêm tốn là người hay thắng

À lôi, à lôi

Người miền núi chất nói à lôi, à lôi

Hiền lành nhưng chiến như gà chọi, gà chọi

Ở đây hay nói là à lôi, mọi người thường nói là à lôi

À lôi, à lôi

Người miền núi chất nói à lôi, à lôi

Hiền lành nhưng chiến như gà chọi

Ở đây hay nói là à lôi, mọi người thường nói là à lôi (à lôi)""","plain","2023-07-12","0","published","76778","vui-ve;energetic","tap-gym","que-huong"
"rap lý cây bông","Ricky Star",,"Rap / Hip-hop","334",,,"songs/custom/102_rap_ly_cay_bong.mp3","covers/songs/custom/102_rap_ly_cay_bong.jpg","""Ϲô ơi cô đừng đi lấу chồng
Về Tâу Đô bên dòng sông tui ngồi hát cô nghe
Trời ơi cô đừng đi lấу chồng
Để 2 thằng buồn câu hò lý câу bông

- Rickу :
Anh ngâm nga vài câu hò câu hò lý câу bông
Anh hò cho một cô em gái đang chai tóc bên song
Anh chỉ sống với máу chèo không có đất mênh mong
Ϲhỉ cần em còn ngồi chai tóc anh quуết ở mãi bên sông
Ơi hò là hò ơi trong đầm gì đẹp bằng sen
Quê mình ai đẹp bằng em em xinh đẹp không cần bằng khen
Mới tí tuổi mà đã biết thẹn gội bồ kết nên tóc em đen
Ɗáng diệu dàng và đoan trang đừng vội về nhà chi sớm em ơi
KHOAƝ
Ɓông trắng và Ɓông xanh
Ϲho anh nhà quê hỏi em còn độc thân haу chăng
Để anh biết anh còn chờ ngàу cùng đun cơm thổi lửa
Ăn chung một mâm cơm hò cho em nghe mỗi bữa
2 đứa gặp là duуên
Ghe anh niễn rồi nghiên
Ɛm nở nụ cười duуên vậу là em thích anh là xiền
Anh biết anh không nhiều tiền nhưng mà tiền không phải là quуền
Anh có quуền thường quуền nhớ quуền viết cho em bài thơ
Ɛm gái đừng vội làm ngơ khi ghe anh chỉ chở lúa
Ɓiết đâu anh thành tỷ phú khi lúa thóc anh trúng mùa
Ϲhỉ cần ta còn bên nhau và cùng chung một cơn mơ
Ϲhứ đừng bến bồi bến lỡ để anh mãi hoài mong chờ em ơi

- Pjpo :
Tui biết là nhìn cô đẹp tui nói thiệt đó cô ơi
Ϲhắc là cô tên Thắm cô xuống chơi từ phố mới
Mấу thằng nhỏ trong xóm còn đồn là qua bác Ɲăm tìm chỗ đợi
Ϲhờ coi thằng nào tốt đem miếng trầu rồi vô chơi
Tui còn biết là số tui xui da thì đen mà chân thì phèn
Ɲhiều lúc muốn cô để ý nhưng ngậm bồ hòn ko dám vì thẹn
Ɓởi cầu khỉ còn đong đưa tình của anh còn bán chiếu
Trăng chỉ còn 1 nửa khi thằng 2 lúa tui đang уêu
Mà lý nàng ơi cho kiệu vàng anh đưa đón
Ɛm về nhà anh làm vợ rồi hát anh nghe bài ru con
Để anh dạу em giăng câu cho em bài dí dầu
Trước sân a có câу khế ngọt quê mình thương còn bỏ đi đâu
Ɲhà em dù mấу sông mấу đèo anh cũng lội
Ϲhờ cho pháo nổ ra giêng mình chung đôi
Anh thì canh thân còn em dần đúng rồi
Ông mai nói tụi mình hợp em theo anh là trúng mối
Ϲô ơi cô đừng đi lấу chồng
Về Tâу Đô bên dòng sông tui ngồi hát cô nghe
Trời ơi cô đừng đi lấу chồng
Để 2 thằng buồn câu hò lý câу bông""","plain","2016-12-01","0","published","76889","vui-ve;energetic","tiec-tung","que-huong"
"Nước mắt cá sấu","HIEUTHUHAI",,"Rap / Hip-hop","212","3396797","audio/mpeg","songs/custom/103_nuoc_mat_ca_sau.mp3","covers/songs/custom/103_nuoc_mat_ca_sau.jpg","""Hey Kewtiie
Sao đêm hôm qua em không bắt máy em đi bên ai qua đêm ở đâu yah (ở đâu yah)
Anh mong em tự mình nói ra ngay (ra ngay)
Cho em hay là anh đã biết
Hey nước mắt cá sấu chẳng thể cứu lấy anh quăng va li em ra khỏi đây
Cam kết với em
Dù có lúc anh nghĩ nếu có chia tay
Sẽ tại anh đã thay đổi (oh-oh)
Anh sẽ tìm người thay thế được ngay thôi
Và em sẽ phải mau hối hận này em ơi
Người yêu em như anh
Sẽ không có đâu trên trời rơi xuống
Người làm hết tất cả vì em
Dù là máu rơi cũng chỉ vì em
Nhận hết lỗi lầm là vì em
Em còn mong chờ điều gì nữa
Chỉ một câu nói yêu mình anh
Theo như nghĩa đen cho em tim của anh
Sẽ chẳng có ai yêu bằng anh
Nhưng mà ngoài buồn phiền và những dối trá
Em đã cho anh được gì
Phải chi biết kết cục như thế yeah I'll be cheating (cheating)
Ah em có biết đó là ngoài kia bao cô gái đang chờ anh mỗi đêm (uh-uh-uh-uh uh yeah)
Chỉ để cho em vui anh đã block hết tất cả những cô mà em không ưa
Nhưng hình như nhiêu đây dollar không đủ để cho lòng em thôi đong đưa
Anh cũng đã cố baby
Yêu em thật tốt baby
Thật sự đã nghĩ hơi nhiều cho em rồi
Anh sẽ tìm người thay thế được ngay thôi
Và em sẽ phải mau hối hận này em ơi
Người yêu em như anh sẽ không có đâu trên trời rơi xuống
Người làm hết tất cả vì em
Dù là máu rơi cũng chỉ vì em
Nhận hết lỗi lầm là vì em
Em còn mong chờ điều gì nữa
Chỉ một câu nói yêu mình anh
Theo như nghĩa đen cho em tim của anh
Sẽ chẳng có ai yêu bằng anh
Nhưng mà ngoài buồn phiền và những dối trá
Em đã cho anh được gì
Cuối cùng chỉ toàn là dối lừa
Từ nay chắc anh đây không dám tin ai nhiều thế đâu
Anh không thể ngờ (không thể)
Bạn bè xung quanh em che giấu cho (giấu cho)
Em ngừng yêu anh nhưng anh là người sau cùng được biết
Người làm hết tất cả vì em
Dù là máu rơi cũng chỉ vì em
Nhận hết lỗi lầm là vì em
Em còn mong chờ điều gì nữa
Chỉ một câu nói yêu mình anh
Theo như nghĩa đen cho em tim của anh
Sẽ chẳng có ai yêu em bằng anh
Nhưng mà ngoài buồn phiền và những dối trá
Em đã cho anh được gì
Ah ah ah yeah i-yeah
Ah woh-uh-uh uh uh
Em đã cho anh được gì""","plain","2022-01-01","0","published","66578","vui-ve;energetic","tiec-tung","tinh-yeu"
"Không thể say","HIEUTHUHAI",,"Rap / Hip-hop","260","4173365","audio/mpeg","songs/custom/104_khong_the_say.mp3","covers/songs/custom/104_khong_the_say.jpg","""Đã hơn một năm trôi qua
Mà mẹ vẫn thế cứ tiếc đôi ta xoá cả hình xăm trên da
Chuyện tình mình cũng chẳng thể phôi phai chắc cũng đã lâu anh không muốn say mà
Cuối cùng là hôm nay anh lại nhớ tới em
Có thể sẽ phone cho em
Và sẽ lại nói anh vẫn yêu em bấm chuông nhà em trong đêm
Và hàng ngàn thứ biết chắc không nên hứa trong lòng anh sẽ không uống thêm được
Vì em là lý do số một làm cho anh không thể say
Anh giờ đây thì vẫn đang cố quên những ngày ta còn được nằm ở bên
Có thêm thành công hay kiếm thêm nhiều tiền
Được biết tên bởi nhiều người chẳng giúp anh nở nụ cười được nữa đâu
Bởi vì đăng sau ánh đèn ở cạnh anh thì chẳng có ai
Và cũng đã cố gắng để yêu thêm rất nhiều mặc dù biết là điều đó sai
Có lẽ anh chẳng thể yêu thêm
Giờ mọi thông báo anh luôn mong là của em
Ướt ở trên mi
Mỗi lần qua từng nơi dấu chân ta đi
Giờ còn đâu tình yêu lúc không là gì
Uống thêm là vì
Nước mắt anh rơi vào tận trong ly
Chúng ta không sai
Nhưng giờ đây làm sao để em quay lại
Nhà và xe làm chi ngóng trông em hoài
Thức cả đêm dài
Muốn em bên anh phải gọi thêm chai
Đã hơn một năm trôi qua
Mà mẹ vẫn thế cứ tiếc đôi ta xoá cả hình xăm trên da
Chuyện tình mình cũng chẳng thể phôi phai chắc cũng đã lâu anh không muốn say mà
Cuối cùng là hôm nay anh lại nhớ tới em
Có thể sẽ phone cho em
Và sẽ lại nói anh vẫn yêu em bấm chuông nhà em trong đêm
Và hàng ngàn thứ biết chắc không nên hứa trong lòng anh sẽ không uống thêm được
Vì em là lý do số một làm cho anh không thể say
Biết chắc chắn chẳng thể nào lại gặp nhau ở trên đường đời
Và chỉ muốn ước mai sau em sẽ gặp thêm một ai tuyệt vời
Anh cũng sẽ đi tiếp tục
Chẳng tổn thương người đến sau nhiều như em
Vì anh đã từng thấy em đây phải đau
Khóc khi ta cãi nhau
Chẳng thể ngủ được đâu
Và mắt sưng qua ngày sau cũng chẳng thể níu thêm chi
Chi bằng hãy giữ lấy nước mắt em đi
Ướt ở trên mi
Mỗi lần qua từng nơi dấu chân ta đi
Giờ còn đâu tình yêu lúc không là gì
Uống thêm là vì
Nước mắt anh rơi vào tận trong ly
Chúng ta không sai
Nhưng giờ đây làm sao để em quay lại
Nhà và xe làm chi ngóng trông em hoài
Thức cả đêm dài
Muốn em bên anh phải gọi thêm chai
Từng hứa bao nhiêu câu giờ cũng không bên nhau
Chẳng biết hôm chia tay em đã ngồi khóc trong bao lâu
Lúc đó đủ can đảm đâu mà nhìn lại
Cố gắng hết bao nhiêu và cũng xa nhau mãi
Đã hơn một năm trôi qua
Mà mẹ vẫn thế cứ tiếc đôi ta xoá cả hình xăm trên da
Chuyện tình mình cũng chẳng thể phôi pha chắc cũng đã lâu anh không muốn say mà
Cuối cùng là hôm nay anh lại nhớ tới em
Có thể sẽ phone cho em
Và sẽ lại nói anh vẫn yêu em bấm chuông nhà em trong đêm
Và hàng ngàn thứ biết chắc không nên hứa trong lòng anh sẽ không uống thêm được (trong đêm)
Vì em là lý do số một làm cho anh không thể say""","plain","2023-04-19","0","published","345443","tam-trang;buon","lam-viec","chia-tay"
"Ngủ một mình","HIEUTHUHAI",,"Rap / Hip-hop","205","3294815","audio/mpeg","songs/custom/105_ngu_mot_minh.mp3","covers/songs/custom/105_ngu_mot_minh.jpg","""Hãy ở lại với anh thêm một ngày nữa thôi
Vì anh không muốn phải ngủ một mình đêm nay đâu
Bên ngoài và uống say, hay là ta nằm đây cả đêm (y-yeah)
Chỉ là anh không muốn phải ngủ một mình đêm nay
Yeah-yeah-y-yeah (y-yeah), yeah-yeah-y-yeah-eh
Baby nói cho anh nghe, em hãy nói cho anh nghe những điều mà
Điều em muốn sau khi đêm nay trôi qua là một trái tim hay những món quà
Em muốn đôi tay anh đặt ở những nơi đâu, anh đã nhắm đôi môi từ những ngày đầu
I'm needing all your love
Nhưng em sẽ chẳng thể thấy anh khi qua ngày mai
Bởi vì Thiên Bình đây chẳng thể nào bên ai mãi mãi
Hãy hứa không nói cho ai
Hình em gửi anh làm sao mà có thể, yeah-yeah
Thay những khi mà em đằng sau nằm ôm anh
Hãy ở lại với anh thêm một ngày nữa thôi
Vì anh không muốn phải ngủ một mình đêm nay đâu
Bên ngoài và uống say, hay là ta nằm đây cả đêm (y-yeah)
Bởi vì anh không muốn phải ngủ một mình đêm nay
Chẳng phải đón hay đưa
Cứ việc lên nhà anh như cách em từng đến thôi
Đây đâu phải là lần duy nhất của em ở đây
Ooh, dù là ta chẳng phải của nhau
Nhưng chỉ mình anh được hôn lên tóc em
Chẳng phải quay mặt về nơi khác lúc em thay đồ
Ah woah, ah woah-ah-ah
Anh biết điều đó là sai nhưng không cho em gặp ai
Phải ở bên anh đến ngày mai, yeah (oh)
Phải ở đến ngày mai, yeah (mai yeah, mai yeah)
Bởi vì chúng ta cũng chỉ là hai con người cô đơn đến với nhau
Hãy ở lại với anh thêm một ngày nữa thôi
Vì anh không muốn phải ngủ một mình đêm nay đâu
Bên ngoài và uống say, hay là ta nằm đây cả đêm (y-yeah)
Chỉ là anh không muốn phải ngủ một mình đêm nay
Bởi vì anh không muốn phải ngủ một mình đêm nay
Chỉ là anh không muốn phải ngủ một mình đêm nay
Yeah-yeah-y-yeah (y-yeah), yeah-yeah-y-yeah-y-yeah
Baby nói cho anh nghe, baby nói cho anh nghe những điều là""","plain","2022-11-20","1","published","123211","vui-ve;energetic","tiec-tung","tinh-yeu"
"Vệ tinh","HIEUTHUHAI",,"Rap / Hip-hop","240","3845685","audio/mpeg","songs/custom/106_ve_tinh.mp3","covers/songs/custom/106_ve_tinh.jpg","""Baby em là một ngôi sao ?
Vệ tinh luôn quây mỗi đêm
Với được thì cũng phải hơi cao
May anh ngay kế bên ?

Tới gần lại thêm đây ngay đi
Cho đêm nay cái tên
Nên em chỉ cần nói
Người như em thì không có nên cô đơn

# [VERSE 1]

One, two, three, four
Đôi chân kia sải bước, em thì đang đi đâu
Đàn ông phía sau là muỗi, và cá là đang thi bâu
Nhưng mà thính anh đầy trong túi để anh sang đi câu

I’m rock like A$AP and u bad like RiRi
Anh thì chưa từng dừng lại, ba năm không như Yeezy
Chỉ cần nghe giọng anh nói, turn you on like Siri
Cho 1 icon kaka do you love me, kiki

So babe

Okay đi mình, go out
Nơi không ai nhìn, go in
Anh boy chung tình lâu mau
Nhưng ngôi sao như này, sold out

Hai bên, anh và người em mơ, 100% là không lằn ranh
Đây thêm thằng trong gương bởi vì nó còn mơ bằng anh
Yên tâm đi vì anh chỉ thấy em lời
Dù là ngôi sao, anh sẽ hái trên trời

# [HOOK]

baby em là một ngôi sao ?
vệ tinh luôn quây mỗi đêm
với được thì cũng phải hơi cao
may anh ngay kế bên ?

tới gần lại thêm đây ngay đi
cho đêm nay cái tên
nên em chỉ cần nói
người như em thì không có nên cô đơn""","plain","2022-08-31","0","published","123222","vui-ve;energetic","tap-gym","tinh-yeu"
"Hẹn ước bắc nam","Tố My",,"bolero","286","4591742","audio/mpeg","songs/custom/107_hen_uoc_bac_nam.mp3","covers/songs/custom/107_hen_uoc_bac_nam.jpg","""Ai ra Bắc ai vào Nam
Ai thương nhớ ai mong chờ
Đoàn quân đi muôn trùng
Chẳng sợ gian lao
Như con sóng trên biển Đông
Vẫn lớp lớp xô chồng
Vì hẹn ước Bắc Nam sum họp
Vui ngày toàn thắng

[Verse 1]

Dòng Cửu Long đêm đêm
Miệt mài những bóng dáng
Đò khuya má chở qua sông
Đàn con Nam Bắc thương mong
Trong tim dáng hình quê hương
Thiêng liêng tiếng gọi đất nước
Xông pha lên đường tiền tuyến
Hay nơi hậu phương
Quê hương xéo giày lửa khói
Thương cho bao người ngã xuống
Trường Sơn xẻ dọc muôn lối
Băng qua bom đạn đêm tối
Với những ánh sao sáng soi
Trên vai người lính

[Chorus 1]

Ai ra Bắc ai vào Nam
Ai thương nhớ ai mong chờ
Đoàn quân đi muôn trùng
Chẳng sợ gian lao
Như con sóng trên biển Đông
Vẫn lớp lớp xô chồng
Vì hẹn ước Bắc Nam sum họp
Vui ngày toàn thắng

[Verse 2]

Mẹ là mẹ chờ mong
Sao con mãi chưa thấy về
Vợ là vợ trông chồng
Bến đợi còn mãi bên sông
Vì hẹn thề nước non
Nguyện một lòng sắt son
Xuân xanh ôm trọn
Dáng hình Tổ quốc

[Chorus 2]

Ai ra Bắc ai vào Nam
Ai thương nhớ ai mong chờ
Đoàn quân đi muôn trùng
Chẳng sợ gian lao
Như con sóng trên biển Đông
Vẫn lớp lớp xô chồng
Vì hẹn ước Bắc Nam sum họp
Vui ngày toàn thắng

Thân thương quá ôi Việt Nam
Quê hương của những anh hùng
Ngày đoàn viên siết tay ôm chặt
Hai miền đất nước
Ta viết tiếp bản hùng ca
Trên non nước thanh bình
Việt Nam ơi khắc ghi muôn đời
Tình Nam nghĩa Bắc""","plain","2022-01-01","0","published","12111","lang-man;vui-ve","lai-xe","que-huong"
"Điệu hò trao duyên","Tố My",,"bolero","312","5006776","audio/mpeg","songs/custom/108_dieu_ho_trao_duyen.mp3","covers/songs/custom/108_dieu_ho_trao_duyen.jpg","""1. Khi ma trang chot vot tren ngon tram gia xanh xanh
La khi ma em ngo ngan, ngan ngo cau ho cua anh
La khi nuoc lan tran tren bai bo
Tieng ghe cheo dem ta lop
Nghe con ca no can day cau
Anh cheo nhanh nhen tieng ho vang xa.

DK:
Ho ho ho ho ho
Tay mang ne, bo ma xuong dong
Mieng ho tay cay ma long nho ai
Ho ho ho ho ho
Ma xanh mon mon nguoi oi
Bao nhieu la ma thuong nguoi bay nhieu.

2. Mai nay em ao uoc chung minh gan ke ben nhau
Hoang hon minh vui con nuoc anh dan em ho ngan nga
La khi ma ba lang xa xom gan
Don them nang dau ma hong
Em ron ren buoc theo sau
Chung minh nen nghia nen tinh phu the.""","plain","2022-03-01","0","published","56543","vui-ve;thu-gian","hoc-tap","tinh-yeu"
"Đường về hai thôn","Văn Mẫn",,"bolero","264","4237731","audio/mpeg","songs/custom/109_duong_ve_hai_thon.mp3","covers/songs/custom/109_duong_ve_hai_thon.jpg","""Đường về thôn em duyên dáng bên ven sông con thuyền xuôi mái
Nhịp cầu băng qua men lối đi quanh co ngõ hoa nối dài
Nhà em cuối xóm ghép đôi mái tranh nâu trăng cài trước sau
Có tằm mến thương dâu có trầu vấn vương cau
Và đào tơ thơm ngát ngát hương trinh ban đầu
Đường về thôn anh con sáo ru êm êm trên đồng xanh lúa
Nhịp cầu băng qua đưa tới sân rêu xưa thắm hoa bốn mùa
Nhà anh mái lá tháng năm vẫn chưa nghe duyên tròn ước mơ
Có giàn mướp xanh lơ có hồ cá nên thơ
Mà lòng quê vẫn hát hát bao câu mong chờ
Mỗi đêm thanh trăng ngà hội mùa lên tiếng ca góp tay cần lao
Ôi hai thôn giao đầu nhịp cầu tre bước chung êm vui dường bao
Tình ta lên men rồi còn chi ngăn cách lòng mà chưa trao giấc mơ xuân cùng nhau
Chày dâng lên trăng màu bà con đang mong cầu
Rằng đôi ta sớm nên duyên ban đầu
Đường về hai thôn mai mốt đôi uyên ương qua cầu soi bóng
Nhủ thầm sông ơi gương nước chưa phôi pha ta còn vui hoài
Trời quê bát ngát sẽ trông thấy tương lai qua tình lứa đôi
Lúa đồng mãi xanh tươi mướp cà thắm nơi nơi
Và vành môi trai gái hát câu ca yêu đời
Mỗi đêm thanh trăng ngà hội mùa lên tiếng ca góp tay cần lao
Ôi hai thôn giao đầu nhịp cầu tre bước chung êm vui dường bao
Tình ta lên men rồi còn chi ngăn cách lòng mà chưa trao giấc mơ xuân cùng nhau
Chày dâng lên trăng màu bà con đang mong cầu
Rằng đôi ta sớm nên duyên ban đầu
Đường về hai thôn mai mốt đôi uyên ương qua cầu soi bóng
Nhủ thầm sông ơi gương nước chưa phôi pha ta còn vui hoài
Trời quê bát ngát sẽ trông thấy tương lai qua tình lứa đôi
Lúa đồng mãi xanh tươi mướp cà thắm nơi nơi
Và vành môi trai gái hát câu ca yêu đời
Nhịp cầu đưa lối chung bước hai thôn
Ta đón trăng về mừng duyên quê""","plain","2015-01-01","0","published","23433","vui-ve;hao-hung","lai-xe","que-huong"
"Trăng về thôn dã","Văn Mẫn",,"bolero","218","3496271","audio/mpeg","songs/custom/110_trang_ve_thon_da.mp3","covers/songs/custom/110_trang_ve_thon_da.jpg","""Mây trắng bay qua khi trăng dần lan
Muôn câu hò nhịp nhàng khắp thôn trang
Đoàn người say sưa vui tiếng hát vang
Lúa dâng sữa ngọt đậm tình ta là với nàng
Đêm lắng sâu khi sương lam dần xuống
Hương ngạt ngào tình ruộng sắn ngô thơm
Trời về khuya nghe man mác gió lộng
Chắp duyên thắm dịu đẹp tình ta với mình
Ôi thoáng nghe câu hò xóm bên nhẹ ngân ru hò
Hò hò khoan tự do ấm no
Nắm tay hát lên ngàn câu thanh bình
Tình tang tình đồng quê tốt tươi
Ánh trăng đang toả sáng ngời
Tình tang ơ này tình tang
Ta ngước xem ông sao Thần Nông
Bên sông Ngân Hà vắng
Bóng Ngưu Lang trầm ngâm nhớ nàng
Em có nghe chăng dư âm đồng quê
Khi trăng ngà mờ toả chiếu trên đê
Đoàn người nông phu vui gánh lúa về
Bóng trai gái làng hẹn hò nhau ước thề
Đom đóm bay quanh trên ao bèo xa
Khi bao người dìu dịu giấc Nam Kha
Mộng triền miên say sưa dưới mái vàng
Ánh trăng khuất chìm vào rặng tre cuối làng
Ôi thoáng nghe câu hò xóm bên nhẹ ngân ru hò
Hò hò khoan tự do ấm no
Nắm tay hát lên ngàn câu thanh bình
Tình tang tình đồng quê tốt tươi
Ánh trăng đang toả sáng ngời
Tình tang ơ này tình tang
Ta ngước xem ông sao Thần Nông
Bên sông Ngân Hà vắng
Bóng Ngưu Lang trầm ngâm nhớ nàng
Em có nghe chăng dư âm đồng quê
Khi trăng ngà mờ toả chiếu trên đê
Đoàn người nông phu vui gánh lúa về
Bóng trai gái làng hẹn hò nhau ước thề
Đom đóm bay quanh trên ao bèo xa
Khi bao người dìu dịu giấc Nam Kha
Mộng triền miên say sưa dưới mái vàng
Ánh trăng khuất chìm vào rặng tre cuối làng
Ánh trăng khuất chìm vào rặng tre cuối làng""","plain","2015-01-01","1","published","23433","thu-gian;vui-ve","yoga","que-huong"
"Về quê ngoại","Văn Mẫn",,"bolero","268","4297917","audio/mpeg","songs/custom/111_ve_que_ngoai.mp3","covers/songs/custom/111_ve_que_ngoai.jpg","""Anh xin mời em đi về miền quê xa lắc lơ
Nơi quê hương anh có hàng dừa xanh
Có ngàn câu hò thắm tình dân tộc
Anh xin mời em đi về quê ngoại một lần thôi
Nơi anh chào đời ngoại ru bùi ngùi bao năm vất vả mưa nắng ngược xuôi
Qua bao ngày thơ kỷ niệm mộng mơ anh đã ghi
Bao nhiêu năm qua chẳng về làng quê
Chắc ngoại đã già tóc bạc da mồi
Ơi quên làm sao kỷ niệm êm đềm của tuổi thơ
Anh mê từng mùa cơn gió dật dờ ru anh giấc mộng thiêm thiếp vào mơ
Đây là quê hương anh một dòng sông xanh nước chảy êm đềm
Đây là nhịp cầu tre nối liền hai thôn sớm nắng chiều mưa
Hôm nay anh về vun lại hàng cau tháng năm dãi dầu cằn cỗi từ lâu
Cho anh sống lại tuổi thơ ban đầu đã mất từ lâu
Em vui nhiều không khi mặt trời lên trên khóm tre
Con chim xinh xinh nó chuyền cành me xuống đậu sau hè uống giọt nắng hồng
Em thương nhiều không
Lưng ngoại đã còng vì thời gian
Quê hương đời đời câu hát ngọt lời
Anh vui sống lại như máu về tim
Đây là quê hương anh một dòng sông xanh nước chảy êm đềm
Đây là nhịp cầu tre nối liền hai thôn sớm nắng chiều mưa
Hôm nay anh về vun lại hàng cau cho ngoại ăn trầu ngoại sống dài lâu
Cho anh sống lại tuổi thơ ban đầu đã mất từ lâu
Em vui nhiều không khi mặt trời lên trên khóm tre
Con chim xinh xinh nó chuyền cành me xuống đậu sau hè uống giọt nắng hồng
Em thương nhiều không
Lưng ngoại đã còng vì thời gian
Quê hương đời đời câu hát ngọt lời
Anh vui sống lại như máu về tim
Em thương nhiều không
Lưng ngoại đã còng vì thời gian
Quê hương đời đời câu hát ngọt lời
Anh vui sống lại như máu về tim""","plain","2015-01-01","0","published","54666","buon;thu-gian","thu-gian","que-huong"
"Tình thắm duyên quê","Văn Mẫn",,"bolero","246","3950175","audio/mpeg","songs/custom/112_tinh_tham_duyen_que.mp3","covers/songs/custom/112_tinh_tham_duyen_que.jpg","""Tình nồng thắm xuyên qua bao mái tranh

Ngọt ngào dâng hương vương mái tóc xanh

Những tình mặn mà là những tình đơn sơ

Quê tôi vẫn đẹp đẹp mấy tình ngây thơ.

 

Chiều làng quê say sưa trong tiếng ca

Người làng quê yêu bông lúa thiết tha

Những mẹ già ngồi trông trẻ đùa xóm dưới

Run run môi cười như thuở còn đôi mươi.

 

[ĐK:]

Em ơi ! Khoan hò khoan, trên sông con đò ngang

Khoan ơi khoan hò, em về chăm lo

Việc nhà thóc lúa, vun vườn cà liếp dưa.

Anh ơi ! Khoan hò khoan, lúa chín tô mồ hôi

Bao ê chề tới mùa đơm bông

Khơi ngàn lối sống, gặt nhanh ta gánh về.

 

Chiều tàn rơi trên đê nghe tiếng ai

Hẹn hò nhau vui duyên thắm gái trai

Tiếng hò chơi vơi khi trăng ngà lả lơi

Đêm quê rộn ràng bao tiếng chày buông lơi.

 

Hàng dừa cao im mơ soi bóng sông

Mộng ngày mai say sưa những ước mong

Gái miền sông Hương hẹn trai miền Cửu Long

Hai ta ước thề xây thắm tình duyên quê.""","plain","2015-01-01","0","published","67666","vui-ve;lang-man","lai-xe","que-huong"
